time (s), velocity (ms^-1), altitude (m)
33.099999999975275,2356.937325773659,36265.596100650735
33.199999999978594,2364.598909293172,36501.673423345674
33.299999999981914,2372.245002830099,36738.516131561926
33.39999999998523,2379.8753124196683,36976.12266160189
33.49999999998855,2387.4895424919227,37214.491420290586
33.59999999999187,2395.0873958777847,37453.620784816376
33.69999999999519,2402.668573815351,37693.50910257092
33.79999999999851,2410.2327759563714,37934.154690989984
33.90000000000183,2417.779700372895,38175.55583739582
34.00000000000515,2425.3090435641902,38417.71079883862
34.10000000000847,2432.820500463787,38660.61780194034
34.20000000001179,2440.31376444678,38904.27504273827
34.30000000001511,2447.7885273373063,39148.680686529406
34.40000000001843,2455.244479416179,39393.832867715806
34.50000000002175,2462.681309428813,39639.72968965083
34.60000000002507,2470.098704593246,39886.36922448601
34.70000000002839,2477.4963506084164,40133.749513018076
34.80000000003171,2484.8739316626256,40381.86856453848
34.90000000003503,2492.2311304421446,40630.72435668181
35.00000000003835,2499.5676281400947,40880.314835277015
35.10000000004167,2506.883104465422,41130.63791419752
35.20000000004499,2514.177237652107,41381.69147521387
35.30000000004831,2521.4497044685595,41633.47336784687
35.40000000005163,2528.7001802271766,41885.9814092208
35.500000000054946,2535.9283387941064,42139.21338391892
35.600000000058266,2543.1338525990936,42393.16704383909
35.700000000061586,2550.3163926456323,42647.84010805067
35.800000000064905,2557.4756285211743,42903.230262652534
35.900000000068225,2564.611228407574,43159.335160631614
36.000000000071545,2571.722859091615,43416.15242172316
36.100000000074864,2578.8101859757667,43673.67963227224
36.200000000078184,2585.872873089059,43931.91434509462
36.3000000000815,2592.9105830980716,44190.8540793409
36.40000000008482,2599.9229773181382,44450.49632036085
36.50000000008814,2606.9097157245847,44710.83851956847
36.60000000009146,2613.8704569641995,44971.8780943086
36.70000000009478,2620.8048583667396,45233.612427724845
36.8000000000981,2627.712575956618,45496.03886862839
36.90000000010142,2634.5932644646346,45759.15473136808
37.00000000010474,2641.446577339866,46022.95729570134
37.10000000010806,2648.2721667616047,46287.44380666685
37.20000000011138,2655.06968365142,46552.61147445868
37.3000000001147,2661.838777685275,46818.45747430014
37.40000000011802,2668.5790973056987,47084.97894632029
37.50000000012134,2675.2902897340373,47352.17299543145
37.60000000012466,2681.972000982732,47620.03669120719
37.70000000012798,2688.623875867641,47888.5670677627
37.8000000001313,2695.245558020403,48157.761123635064
37.90000000013462,2701.836689900765,48427.615821665946
38.00000000013794,2708.3969128089734,48698.12808888474
38.10000000014126,2714.9258668980856,48969.294816393405
38.20000000014458,2721.4231911862967,49241.11285925229
